taxa,PC1,PC2,PC3
N0836,88.1950025647398,64.8534831688102,-25.3083604558963
N0837,-102.603797998511,-2.00690079273723,-24.1267002550426
N0838,-21.1549278303954,20.1173030523305,10.9041876427305
N0839,79.9184800851045,36.3366512043375,-15.3033258792258
N0840,80.0096114198974,37.8130047882924,-16.0262443048268
N0841,-58.5675413987226,13.7492824666841,-6.02784181866816
N0842,-38.9680028776615,20.5571757732317,0.164148355449399
N0843,82.1158436941067,33.2745609077923,-18.0774329919405
N0844,-20.4477832071564,34.6155439643227,-7.70659416102473
N0845,-138.808554542502,0.518313977249939,4.22438062199814
N0846,50.5263311199511,0.75493701046388,8.31439496835454
N0847,14.4825485678387,9.97489570742264,14.8726614564974
N0848,50.389140987683,-1.0857864457387,14.1903936272865
N0849,-80.2752895973046,2.14337121814416,8.03876465981653
N0850,49.3202032277581,-11.5425087779199,-14.6552329039684
N0851,53.9941112335718,1.17981537545654,3.37645409297135
N0852,-11.1868459781851,18.1363379075655,11.9034876918543
N0853,56.1963854569576,-9.9665986107911,-13.705031020539
N0854,-87.3849452345183,-14.0414596860681,-20.8608080830872
N0855,-48.5221660686293,23.8953361429233,-8.65627745701952
N0856,-70.4555713716932,19.2188837640319,19.8435487487549
N0857,37.1295351419968,-3.01213633643357,11.9403727414056
N0858,-70.5140880690725,41.0827365586549,22.0896958500947
N0859,49.8259301599764,10.7999595130943,-3.53151295581827
N0860,15.8775673542754,27.2864008894487,3.43720797404777
N0861,46.4931887778034,19.4954113152536,-7.27524150889302
N0862,-61.5428382000414,-5.56327575447396,4.57837402784519
N0863,48.701339737134,7.89080432307425,6.79888831781852
N0864,37.1484867263559,56.1454904081481,0.0678418712029307
N0865,17.9808166333146,51.7695372378961,3.42368813045961
N0866,35.5382292539134,50.3805537969097,-3.70521235331431
N0867,-117.162690883903,22.4912889577547,38.4014862620253
N0868,36.5501159966569,48.9769344691704,-14.7294129872273
N0869,-82.7425158284131,12.4266356955429,2.89690395848799
N0870,-102.957714095979,17.3570426686336,-0.709765915211056
N0871,42.899968462948,48.7962619381122,-31.286646899002
N0872,-118.936546486814,11.255876606332,6.04610801227253
N0873,21.3229498302793,36.8176455897027,6.08223343781808
N0874,-125.06727138145,9.60845936909353,20.5852316418322
N0875,34.1802199328165,6.31368507625294,-5.27298825086944
N0876,-71.0330087583699,-7.17315610114358,-4.05512957893305
N0877,57.8935535350062,-6.02804128418867,21.3409156341278
N0878,53.8309729500699,1.08343623269685,-16.8167472431743
N0879,-5.97578904698542,47.2151707925825,11.9701345626537
N0880,-59.3289021746158,22.6087962280296,23.8363833727753
N0881,48.4341694508631,10.4397587195812,-2.68757061347258
N0882,-69.8983772833989,14.0429562063018,-1.1985032860568
N0883,45.2061544340988,29.4162863501862,-21.8453441815027
N0884,-85.720523824145,12.6651882392587,21.5539172256453
N0885,-62.524208404196,22.0827785633906,-3.11717762160106
N0886,-52.7244680832251,21.4732713906425,4.09125017301781
N0887,18.7534393507355,38.4900246852686,9.89252203895886
N1022,-69.4967542548849,13.9068071647058,-2.00918728927642
N0888,-161.183419757331,-7.23663134641004,13.2279607628456
N0889,-158.038050583019,-4.30513182674879,12.3129321277296
N0890,-153.563668038048,-19.3398751998476,-21.026674067954
N0891,-157.30134441279,-12.7202828343361,-8.7921433428873
N0892,22.0293819985558,20.011117256302,-20.997604817936
N0893,-159.695936149354,-12.2686852500459,-8.24314245211186
N0894,-97.7190710059148,1.02667524454367,-13.5804175160296
N0895,-57.342991497207,13.4725705826297,-4.49774607313509
N0896,-151.531476149334,-10.8207736010965,-9.71315392127318
N0897,-110.376581623584,-1.81178069012718,1.17923809783598
N0898,-160.121612590443,-9.26231094593459,2.30020921357928
N0899,-144.654639091718,-23.518952271226,-30.9301878160021
N0900,-159.645501017678,-12.2891893588971,0.945279912623884
N0901,-84.7112529212856,-6.0498785889435,5.72801722258384
N0902,-162.209899948,-1.57510913189473,12.3963606481414
N0903,-161.779868652329,-1.92795083312533,11.7792488339808
N0904,-158.391527879331,-9.30423425472958,-4.01031432698217
N0905,-154.593828398868,-13.1692334962121,-11.3224823623333
N0906,-161.719375871771,-6.83999165598261,6.44588369733803
N0907,-143.701004819349,-15.7984434003098,-11.4823693266084
N0908,-156.824742020311,-13.6341336036382,2.09384670513371
N0909,-156.035712595823,-14.3514241915411,-7.49498694595451
N0910,-154.466105611342,-14.1064388247647,-6.06636672572624
N0911,-160.29066724778,-10.5023299144233,-1.50570697456935
N0912,-158.350912239252,-6.67292087482796,3.46615288797785
N0913,-161.226954528214,-5.85424863599553,9.86248594428809
N0914,17.4972721528379,21.7168981742228,-21.9347089484383
N0915,-149.547367002713,-10.5022242231056,-8.93515382470309
N0916,-158.763846640311,-14.5216461238807,-1.39342711476148
N0917,-159.359700969201,-3.7505593081232,24.9393350900539
N0918,-159.795164254776,-6.25671591553964,6.87447588034709
N0919,-45.8218120972246,7.8798321189507,-26.2158864200083
N0920,-159.496691595759,-8.34719040850717,6.61791800287815
N0921,-157.037192513623,-11.2670128343083,-10.7806207148763
N0922,-124.582314775539,-9.8375796333583,-4.8017964837889
N0923,19.9125105158971,9.74088182725085,-20.2440659523579
N0924,-60.9577696027817,-16.2808589026558,-10.5246800668157
N0925,-149.89944872774,-19.0903647262124,-14.030742629115
N0926,-154.57935324693,-14.8882149536125,-9.22673643550092
N0927,-158.569727567641,-15.0501464961717,-12.2530545562467
N0928,-148.260389602981,-7.14611889011222,-7.0182834068177
N0929,26.5952858983666,18.0171850830002,-19.368308795695
N0930,13.405361896652,17.1977014436607,-18.4931428912469
N0931,-153.167427253978,-13.7540521261945,-8.19575138245854
N0932,-136.202240597256,-4.62486921007749,8.40994550877017
N0933,-92.8897124770336,-4.90350018808199,-5.53559279312642
N0934,-154.370929911422,-18.5773610918644,-15.2674873488394
N0935,-158.977058234204,-13.1266915638422,-3.99853164855391
N0936,-161.500113136079,-7.80392711170432,3.61171953064067
N0937,-159.360516923394,-11.5876857441003,-4.55140199747015
N0938,-155.30350688959,-14.1202022395614,-7.57055422842442
N0939,-160.890493942957,-8.93500045776725,4.51891282724331
N0940,-157.866216007586,-10.9279263155524,2.61656071451892
N0941,-155.265623725317,-6.96528299382675,6.60056376951765
N0942,101.227028793628,34.3959535966385,-11.5884323052553
N0943,-66.9078679333033,28.8037715607583,-1.52006662254905
N0944,61.5597873723755,43.911091099741,6.48484727359292
N0945,84.8854177139591,59.2558739044587,-15.0780618816583
N0946,-5.8877482590213,50.7359437930198,-12.524029460331
N0947,60.7752306343128,51.3497019581641,-5.31861926219864
N0948,109.095424065265,37.1596650368707,-11.0493662567241
N0949,68.1596176852162,55.720010457425,-21.7189293178596
N0950,87.1289238415218,62.7429295779462,-21.5417945202278
N0951,-114.262859581206,12.588975653036,-7.98557556256326
N0952,-77.8550203650396,20.8799597826103,-5.44574363022384
N0953,54.0541463459652,69.2799933596957,-4.50133917232244
N0954,38.7635466492152,38.0632573191979,13.4612159122317
N0955,46.0868457639779,68.9342578162863,-3.7486171446678
N0956,77.0482772364563,71.2550529958631,-18.6925030230986
N0957,45.1098118850646,33.4914066495294,1.44674423795199
N0958,59.950640265673,71.9470246250768,-13.9929669449588
N0959,74.6748400724692,71.215878599399,-26.6434824182696
N0960,-0.688924277966903,54.0277138426612,6.35146678398827
N0961,63.2246461565364,64.648862091569,-20.1013492608912
N0962,-74.5607763040137,27.5595138679632,30.3444512962049
N0963,-43.3342195857285,41.3027378435407,5.78659101741773
N0964,2.12684241463668,57.2193762277915,7.49090120162728
N0965,97.2650878285286,51.4144871483954,-19.1183642300662
N0966,-28.8468366333496,54.2012140117036,39.0343991998208
N0967,-68.662380393349,38.238959061269,-17.49582931308
N0968,18.0613209820342,38.7064242038968,-4.59772895005975
N0969,8.30821755970652,54.7330323935348,-5.95970701725852
N0970,8.00633202255796,68.5286110637829,19.9587177905021
N0971,6.01732678421073,56.8496710950413,-3.85470837939371
N0972,6.61155623415219,55.27194084415,2.61419145372554
N0973,31.6784282517844,62.1276186675758,-24.2400747531955
N0974,35.7222613795724,71.2067015917392,9.57148056215143
N0975,104.502207390648,44.7367832141313,-15.5887173429874
N0976,41.8248506206888,65.2385926399869,-0.409136416215027
N0977,0.782876537194058,60.508119171696,-6.6454014435302
N0978,23.6470103447921,62.6501647714635,-7.36590833274477
N0979,-15.2648758897677,19.2515189807066,-18.2524345183269
N0980,23.3753828975749,58.4825983739326,13.3560074564296
N0981,17.7083262536942,18.7659286570415,-2.70229091727254
N0982,101.590598952877,49.2951413914859,-21.2409738877219
N0983,58.8608580280751,52.963767056533,-0.967630036650625
N0984,8.74067589894256,68.4653006022372,-0.701970475996839
N0985,84.929389562306,8.60270672135121,21.9384461332355
N0986,77.0571351171548,14.5034471082949,19.7616375757431
N0987,0.359627541633384,65.4029814410219,1.97651152230966
N0988,64.1008316433342,27.1132405961278,-17.1181564113006
N0989,-23.791039027637,48.6253710736786,32.5658628903461
N0990,61.5683406803365,58.9194432958313,-17.8251594196938
N0991,3.91265898099758,67.2782099081012,4.74263806878503
N0992,54.2784974783503,38.1614353051048,3.7287242207958
N0993,39.3777057417264,57.546418809405,-12.8103276633171
N0994,79.06192887742,66.816698901091,-21.1998259329421
N0995,-36.5005782288471,35.3573924590752,-8.0783223752336
N0996,71.1825553280086,66.6447858919111,-30.0372514125464
N0997,65.3344899243263,61.1076990773385,-0.875214551408337
N0998,-4.71574469154228,53.8160144080251,-4.83012225952392
N0999,-75.930633641067,29.8369289737415,4.73527278919454
N1000,-25.6127238149919,38.7786030026393,21.9749853120618
N1001,-11.8796381290384,39.8156585994164,14.1682101459053
N1002,-39.4001646914774,25.3118884742937,-12.6428810926595
N1003,-79.6779594798917,31.6698731394411,41.3755638390118
N1004,-32.7227803548551,35.4591312947027,-3.71795291562987
N1005,-24.2601321382845,46.5757481733658,10.1401842392834
N1006,80.9254960775732,32.3073301689164,-18.4181846355566
N1007,111.060920403811,73.6917462440829,-31.3461457674866
N1008,-21.8959291308754,38.7581310713925,17.8810978140867
N1009,109.139085618287,67.8631929935751,-26.6409923896938
N1010,-48.5093832754659,24.6637441468563,14.9112902546813
N1011,108.627623977158,68.6862721945464,-27.1244109531841
N1012,5.23994846716656,53.1435386853806,-5.84811499851734
N1013,-47.8402614198356,35.0223054134539,28.3648769989719
N1014,-19.1048259782913,50.8963687134406,-3.74887054729145
N1015,-14.4527735528481,62.0159547486247,12.6505342780981
N1016,16.7305964686548,39.7910820886515,-1.1560782076024
N1017,26.7639720110927,56.9559920974374,-19.5429393985218
N1019,48.5993749984803,71.0944528457384,-18.5491114772391
N1020,-30.2234381303983,62.4565273890813,2.17376354278772
N1021,109.806259255183,47.0298783178458,-16.3294476972812
N1023,51.6374257729168,52.1894299525322,-4.12806827846661
N1024,46.3808227728831,49.4327748826453,1.34606669646457
N1025,108.418883662345,47.5075199638974,-15.5884004467912
N1026,93.3653219279843,75.600700479128,-18.3894757337959
N1027,58.8257315625632,36.7355740093871,-6.24252727440765
N1028,63.8767199827053,65.9311112333731,-15.5186923868401
N1029,4.06626670562877,69.929604458353,33.1442661049763
N1030,21.12567967223,61.1451774042586,12.3911181575409
N1031,68.9026989377144,56.5102171051563,-11.9828549984678
N1032,50.2884068733647,63.5555626455491,-26.8592915266957
N1033,2.31391219707646,69.619596372189,20.3414179591244
N1034,65.9684880744057,29.2558649443152,14.103932494445
N1035,20.0172837893656,49.7290796774567,-3.6659977602686
N1036,78.0815173848324,72.3420369100203,-5.67527696270046
N1037,-43.7128864795748,34.5448263126341,-10.3479442617857
N1038,47.885855577021,55.0896291635049,-15.9073352391195
N1039,53.4665051381535,71.5761856693179,-3.0407585718442
N1040,77.365743288083,30.0979528135178,12.0245799363286
N1041,41.7191719186713,34.6632702136081,14.5632608382104
N1042,35.3007279447481,33.7928215735271,13.7420588364177
N1043,22.2323308113706,55.1149085023762,-14.5839601883789
N1044,97.6787757768447,48.5120846976254,-15.1914389323653
N1045,-6.20010699776589,48.8434994164067,-9.17573513141755
N1046,-48.2100984722821,33.8342013748733,19.735042659482
N1047,56.3914592243207,66.1731760478217,12.1458367779854
N1048,59.3225471847481,71.5535719710169,-15.3374608506398
N1049,11.0134903457775,56.6149409408155,-12.0128585148943
N1050,-38.0376272265669,43.7935825307954,0.192534406886407
N1051,39.0194155192307,70.533531493236,-14.3900132082895
N1052,62.2492801998377,54.1552905990639,-3.418359911749
N1053,57.0170495988706,63.9670632302016,-5.11936954164673
N1054,71.285743553056,45.7802382564584,-12.2795523614428
N1055,53.8818844535979,64.7630240472213,-31.0514577422282
N1056,89.1858410188851,81.3772016822658,-7.15627929068272
N1057,88.7345547135469,48.5911104135812,-17.66507315626
N1058,5.05814318043225,50.7733456799,16.9438318589948
N1059,43.0961352353108,46.2268778006012,4.46544397709384
N1060,3.67517842385977,-1.78982074478581,-43.9577120277961
N1061,-107.388698397777,32.3050914487063,31.5416099349378
N1062,-4.29331924059044,51.6439535933832,2.64547105411861
N1063,3.98942966871644,53.5105852519062,-0.788740374554458
N1064,1.33321499090486,54.2468326558595,-4.42043651038324
N1065,69.0118081801125,65.9392587227743,-28.8648797265316
N1066,70.5462321607868,61.72099696473,-25.403704525134
N1067,-70.6168293517248,26.7840152315251,6.61352849541346
N1068,-104.441405821622,17.9515152757246,20.0528371478145
N1069,1.97533131167065,-1.97239192547515,-43.4563247745614
N1070,40.4973888652673,59.4438885825495,-3.54386714989292
N1071,-51.6015018880714,39.6469482857174,24.8372286138729
N1072,0.405113133575679,62.674983312473,12.2780715889974
N1073,31.0532370643837,66.0542813090279,-6.97971450381619
N1074,20.317646272063,43.2299970634508,-7.11233684617254
N1075,-12.5160330140781,52.8521388798021,26.8513581195491
N1076,-9.18073260443663,54.4292288230164,17.958928007188
N1077,9.29919922410965,60.9409110143997,2.98030657092509
N1078,57.2979325459537,66.2835694977644,-28.4705012132996
N1079,8.43207287912334,43.1150072913572,-11.520018351018
N1080,-63.0431649433389,28.2765370497357,-4.38349133707723
N1081,48.9269039370869,29.7624855321376,13.6177243757594
N1082,101.354961481708,56.7127122585858,-21.1394537091683
N1083,6.4113488798339,48.7884426778168,4.89581187487792
N1084,5.66644335769196,55.6802122108497,-17.5648726548741
N1085,-8.10724845977736,51.4160895793424,-7.79652587125057
N1086,35.8326871885198,61.1313049221978,-3.54795146980183
N1087,65.5823601819333,53.9853865133538,-5.82528846292664
N1088,51.9370992332291,68.815727649829,-28.7880458909112
N1089,51.20843925989,68.609784780464,-26.1915450943706
N1090,-55.9813140128207,7.08075048406811,-11.0799192306072
N1091,-58.8490349339617,29.4246229354723,12.4360222742174
N1092,-116.811406749187,5.10351746409242,17.079159369731
N1093,78.4815952349421,43.2388020831052,-3.90785981464261
N1094,-28.9372682035364,41.3444185589426,24.3519237829477
N1095,55.8079737230618,30.0105092607182,10.8510104098897
N1096,-117.870307110052,4.93124417971576,17.0456932008417
N1097,34.6597982667573,56.01775393923,-12.4828563866022
N1098,-31.1434328617975,39.5292211516467,11.7360908734374
N1099,22.517827340751,60.2048476718587,-8.46616348926189
N1100,49.0301849365381,55.6611994904714,-3.37474640757058
N1101,47.3889314273666,54.1639853642872,-3.26854232193444
N1102,-118.188624454235,18.6656040119672,25.0836570028564
N1103,28.6069532448253,48.5099831670559,6.98019660211016
N1104,4.57699375629523,46.0548930049082,3.40685586243512
N1105,42.5387147530194,46.9334349816198,2.41203337652788
N1106,26.3417845392879,56.659789000903,11.7040078070248
N1107,95.071441875443,67.493767131453,-23.9494997716322
N1108,-1.67269183847477,48.4357708657486,-0.068730481238138
N1109,42.2523780022191,49.1950916900162,10.0202995204129
N1110,18.2045209887284,44.4229148545907,-11.310862377056
N1111,-151.495109002402,-12.914222992082,-11.2216446640937
N1112,-4.64020856580388,58.6454217153128,18.4423904662129
N1113,-64.5405955219976,21.866455459154,33.756686030094
N1114,32.1713798356765,29.0806725569157,26.7542376348551
N1115,50.1977568616134,3.8579854890577,18.1759275767985
N1116,61.3476440849505,18.699840293579,-3.7946265619561
N1117,66.8738672772035,37.5426554377834,-12.5635023299168
N1118,28.1717297021784,31.6050346736115,-10.7816866507961
N1119,79.3125389248478,18.3651855991187,-22.5727216035524
N1120,-85.9598622630676,4.54080785953332,44.0262383570055
N1121,58.6674729909065,44.4199026930683,4.36035755661316
N1122,73.7632417996611,18.0748725219509,13.3503713593016
N1123,34.4153241869522,16.5336122119909,-7.11316597735617
N1124,75.950138349389,17.6494527788919,-0.243319412085191
N1125,105.267733702485,41.7374582147971,-12.3812202780862
N1126,75.7417884937739,23.2033200304982,0.760506890206273
N1127,77.8034255195456,2.73525952630443,-4.93333740806988
N1128,50.5029247157781,42.2187876576431,14.9892252732794
N1129,-71.0535270573725,14.5394012648818,18.2722760492801
N1130,-0.242016578480307,22.6497244093788,16.0653656453952
N1131,50.993584236376,7.21449916947113,-3.83126559280193
N1132,-54.447618319351,16.8928396331288,9.80843184941107
N1133,65.1427010552293,11.6469548637721,25.5941465261402
N1134,-26.1206655715487,41.0606596524104,35.6640632870692
N1135,-46.5621816957207,29.5823888334341,23.5903207433996
N1136,-117.581011627454,-4.15078205026355,14.7475114633076
N1137,111.417665983588,41.717028492876,-11.2130603914954
N1138,-44.7868114258512,13.9489944438694,-3.76680174020736
N1139,42.0154905398121,26.1956385005374,19.6928813953215
N1140,55.2870788576188,9.02601698339836,8.01706586103971
N1141,-77.951944748835,8.35914853383008,-19.5664966462495
N1142,49.8355579929172,17.3791019956385,36.6729176526628
N1143,-26.4210789513938,13.1932975746314,18.7765208614302
N1144,-12.716633989036,10.3228839349268,1.1421445366226
N1145,-25.242115978132,19.585430105678,54.2869990000006
N1146,59.9440750137294,20.5877494534169,6.71408480593971
N1147,-95.40158550474,0.216066950335173,37.9365424145558
N1148,-40.0549207759164,-8.95093484627655,-1.57795732688239
N1149,102.509397885067,39.2938212022362,-16.6605708150176
N1150,-149.812362483398,-9.69072933125404,-11.3646538676633
N1151,64.9129573600411,15.2187923718714,-8.33259654771696
N1152,62.0267943318085,16.9905641263221,14.9193970497295
N1153,1.05011549709551,14.9442702700104,22.3546194081366
N1154,0.17702195732253,15.0759986283821,22.1730796566183
N1155,-142.49755664808,4.43134985211715,39.749313870935
N1156,58.7530708666115,27.7252976909786,3.04733969250768
N1157,-103.755515365214,19.1456471789816,42.4105506798432
N1158,29.5756095903404,10.1429148799425,1.7120960760545
N1159,-15.1321598453284,15.910660408136,14.6736207715842
N1160,-120.832869175872,9.88590229734984,18.9278987084363
N1161,60.2897074206078,25.7286293601125,0.321730057035413
N1162,53.1851656720187,11.1197904937301,-0.56449724502706
N1163,-2.72058529892939,-0.259775694699689,-9.8691146691558
N1164,39.7304727479633,13.9101869793473,-9.57776066113523
N1165,102.89015223676,6.85547731445321,3.27275311260581
N1166,99.5296100496618,6.82066109234264,3.2221403234536
N1167,54.4200739759837,6.83371567561681,34.4124096308624
N1168,40.7563906079232,3.29154932021766,0.272131979826163
N1169,-13.4417215227761,20.8014756983888,-6.04662152530274
N1170,-26.4340731874712,40.7124715370983,33.1987604548399
N1171,81.5900538530687,34.016778007539,-11.0233990503223
N1172,-88.5375060906707,-3.87725763464042,40.9824746239532
N1173,55.1859847044155,19.9674058394747,13.5025365446484
N1174,52.383498857578,10.1031085771945,26.9452429317101
N1175,-23.5568030447564,31.1192446825875,19.2725108837757
N1176,-26.3657706744211,30.1295659423865,28.5106365310885
N1177,-83.8022276193991,14.9959678722892,13.7233148863109
N1178,-39.2689207787445,21.1640020256122,22.6669743174544
N1179,100.030457091168,15.2302223177127,1.65049605430949
N1180,63.4510005613045,14.3679640763135,-1.42998293398174
N1181,102.069085983183,15.9989433761463,1.70711964400514
N1182,23.038038085384,14.6989198183196,14.1261747638635
N1183,61.6339386483563,23.3454657046105,5.13582279903638
N1184,100.561256854183,41.9450575157997,-10.0766089546146
N1185,6.11170895876421,17.5979856875413,0.950168168738542
N1186,-18.8841831383899,41.3556274673848,31.8603880689137
N1187,48.1640042046746,45.5643328786253,19.1454922850656
N1188,-103.745834755746,2.44158011709732,41.6477375476082
N1189,11.8439209501634,38.7813724227063,20.7827419666704
N1190,-11.1168153508904,34.5692601381426,7.46789379708599
N1191,102.529165632085,46.4512291479131,-13.3141779876638
N1192,-90.9494018729405,6.4380915499174,24.4250784746403
N1193,-25.1787160989967,17.7152039780229,21.3988487852828
N1194,32.8069021097072,0.104350958549242,16.0133835106242
N1195,-10.9435557550599,2.31855943332345,19.3842411882701
N1196,31.6604339565999,3.88962955505732,19.9862126913981
N1197,-33.8810229829378,5.61235245887813,32.0391525944373
N1198,-11.9131971625791,31.1931960147433,21.5420705928982
N1199,76.0794238806029,13.0149166626958,9.08907328105545
N1200,66.1757328536164,3.59685602347319,29.7521024381552
N1201,71.716967163914,3.65137533521761,5.49173121235706
N1202,-102.913076249215,13.1254656703506,26.6083093941788
N1203,-28.3892141073517,8.23645016189567,20.0241564738806
N1204,57.3415756032095,31.4893061752596,-8.83429255854159
N1205,18.4184252026896,20.3712278001094,18.9895770739214
N1206,-35.4644539944533,6.09499599680919,33.7223459355429
N1207,-19.3434592778761,48.1221721087902,25.0843211837389
N1208,-42.444671381253,12.8688995672512,40.2775589463527
N1209,-34.8420871119089,-4.20227672383494,30.1823144284408
N1210,-92.383097506922,1.05906534611066,43.9891144972453
N1211,34.8142375339699,9.5302199746781,22.8890524226021
N1212,88.54222589792,-18.5612801678441,27.1678661913354
N1213,-55.2756691898864,9.7255403789127,43.6485703130982
N1214,-30.8487321620888,16.0312200134247,37.5130518384114
N1215,-20.1434525887383,24.9714216428883,24.9454771496907
N1216,-82.1427392568667,5.89574764905533,17.8421503292946
N1217,49.1797798521099,44.920114005036,4.53843185906024
N1218,16.5461740943246,14.953330427426,15.1260063976067
N1219,-125.037727457257,14.4559407504402,39.9819277288537
N3571,-66.6092681561943,19.5059996898865,33.7527476413833
N3572,77.4335726473402,20.4730148897277,-1.30976950561084
N1220,-38.4618583761667,40.7219679092387,37.6005205282101
N1221,33.4182519654058,22.3479216895754,10.8822246153839
N1222,33.956659285443,23.0781383987901,10.2281083801949
N1223,-12.6081621220154,57.5091138571312,21.6928639658241
N1224,16.0368511072732,58.4590818532291,8.74645751296976
N1225,-124.150213178262,14.6380342607266,33.0222793561106
N1226,62.6476508828263,28.3406395130396,-0.761259145356944
N1227,60.9265345051248,31.4662868316871,10.3776157560245
N1228,-40.2648741004154,42.5938387010387,-18.550165151999
N1229,68.3188540550635,41.7738040389438,-20.9216280902804
N1230,-22.4984919779511,51.3046018101168,31.0515515765471
N1231,-28.7311418122371,15.002507851199,-30.8045742865622
N1232,-99.9543475378088,28.3479064353649,42.6267713106111
N1233,114.971380034558,2.74024470357608,-4.82367640570655
N1234,8.43514719882777,42.4065946386078,1.71811796905161
N1235,110.986323884565,5.57077159372004,-6.99390741727415
N1236,-60.0978806006081,30.165514652947,9.42725474786637
N1237,-67.3937756322209,36.9772267186832,38.2669338392714
N1238,-128.650946630337,8.68117300917156,17.8131704466669
N1239,41.8786079174856,47.5884210912943,-17.6232180397433
N1240,93.5704867106343,63.6015698616203,-23.7370862610146
N1241,6.66348962246156,59.6430876794285,-11.9505940525493
N1242,-37.1455687825167,48.3467063505565,16.1708688493909
N1243,-2.05765163429327,54.145175982205,6.15705967671363
N1244,0.814175144029849,57.1247795484907,8.46910151760612
N1245,-62.7145577618547,42.3736120668165,10.1415484793028
N1246,-2.75816530329887,54.2754288226571,14.3832233442661
N1247,-37.6080569351038,44.1396044397003,28.5149444665601
N1248,-55.4665263933395,36.487969620454,2.67564640235035
N1249,47.8486233090351,68.3491065389939,-7.95789383925757
N1250,62.4491881573841,70.2030926745068,-1.62186134619861
N1251,27.4228471124338,58.4051644797616,-12.1084506019185
N1252,20.2535248836718,35.0071662679963,-14.574964233688
N1253,43.8426803411047,60.292684928702,-28.6702971144099
N1254,20.0473936151957,35.3499904032989,-4.5866343412542
N1255,60.0947668582078,63.0331887412902,-20.0859661170024
N1256,-20.273172111102,46.7183871936173,4.54175795440097
N1257,-28.4507520066523,54.595425774038,30.3000444511688
N1258,-22.3055886659739,37.4040887417149,36.1882531044832
N1259,-104.283032986774,24.6509983367116,33.2997035087769
N1260,-15.7142667763617,51.6734582606688,7.38714316202532
N1261,8.26115131202026,56.9435947779371,-10.803118421289
N1262,40.6179330003819,19.5113402409738,-3.83471723844248
N1263,33.1832102072575,49.6108726988964,-2.06335419249175
N1264,11.9746196270172,64.0531760988869,-5.67744155891207
N1265,-29.9296035890931,49.9373305699834,19.8882556979978
N1266,29.330053472663,38.0942531634974,-7.83662058559591
N1267,-26.7568950324899,42.3927565555215,18.0750171296239
N1268,-12.9001791574889,62.1130198528207,10.6869503829976
N1269,1.4363125766543,30.6376650740863,4.62052528422234
N1270,-71.3545151208399,18.1045179506989,8.02705005890719
N1271,96.5954582080045,44.5024479165925,-21.055232452177
N1272,-24.2318099346003,48.1074218705584,16.6501377723575
N1273,12.9920200176983,57.2215067593334,0.866376417221075
N1274,-22.742296158315,49.4463337915304,15.5770929349987
N1275,27.0241632108111,54.8539596364015,1.2140933974732
N1276,18.0553179403398,55.5520319705661,-0.717419085038127
N1277,19.7766584995922,32.1801751111217,-0.334173332785813
N1278,-21.311470567521,39.9757278202284,-9.3273382543906
N1279,-55.210612031557,-14.6484952643441,13.6636878102198
N1280,103.198968020677,39.3953790730596,-15.4748678755816
N1281,64.110643305875,26.9624434756383,-17.8861513113174
N1282,37.4495616273761,-1.60537498930655,-6.25082351392224
N1283,-49.4011969551714,-17.9381379052287,13.8746964058536
N1284,95.4528814321077,52.37390761168,-16.4458915453648
N1285,20.0491150402334,49.5184571449669,-1.58823515031914
N1286,-84.3042165424819,-10.1050870804336,31.2359135133568
N1287,73.2912780232087,28.5257859024344,-11.6187494514071
N1288,38.3853532857552,22.951796718306,-12.0761759108257
N1289,61.3883415341165,23.7468850928253,0.854780799899747
N1290,-7.20235215652309,-11.1459100545092,17.1729033391155
N1291,-43.8007947900618,-14.881455396041,9.7018181900612
N1292,54.74409949961,-6.99685167353105,14.7335037938956
N1293,-17.1833816060424,39.7323910258615,-6.1638769350343
N1294,-2.92667026059614,41.5500789571793,5.68200616225885
N1295,30.271258482972,46.7770834246359,13.5112949130075
N1296,-67.3616290191084,13.4179098526084,27.8798366808147
N1297,-8.67663174371206,45.6195944659862,-0.0883321314465484
N1298,-0.169481262912517,47.6999995230905,1.27290452201865
N1299,-1.48060369362412,47.6963628387878,1.16514416931464
N1300,20.7284240452276,46.8926191304299,0.837433151505222
N1301,115.434683343966,18.3122042023721,-5.31336186177476
N1302,-7.1206921183027,43.4936373024917,-9.93515399950961
N1303,-9.92243122412842,47.749233682859,-8.96195205711432
N1304,-24.9722473465979,42.5337675923324,-10.8447723141118
N1305,20.0002137341693,51.9674343810972,3.41161561017058
N1306,11.4888020167368,38.3037369709929,7.61465518233056
N1307,25.0934623631705,50.6818134727331,-0.0556520420509447
N1308,-28.3702665703226,45.6300333768454,12.0099067989468
N1309,6.89741399429312,57.1803626813168,12.2668696678696
N1310,24.55957654237,52.2010915123001,9.68795004048082
N1311,8.56527915563046,55.2467683895471,29.3488026844744
N1312,-116.369095654121,4.13974494197038,9.18356959780006
N1313,76.6350017053457,18.7485370759021,4.97658833993891
N1314,31.209189503919,21.5636895109113,15.2698571561341
N1315,21.3330456422051,51.1433680953659,-12.8973879125712
N1316,-60.6692253059849,40.7951466057968,2.20687690457469
N1317,-91.4774206538667,24.6493855723438,25.6784411389984
N1318,0.999608764426376,53.5056957194493,10.908592037951
N1319,96.5508074124787,52.3952726990716,-17.5695591649084
N1320,76.0826595489107,22.2608886050618,-4.41254203786361
N1321,52.8562709108555,44.0418251444494,-10.9736914806646
