taxa,PC1,PC2,PC3
N1687,8.36600944427478,32.423890855334,-1.60706407623076
N1688,6.57253166884572,37.1321758165755,-10.216095129664
N1689,10.3607443630173,25.8535984675606,-40.4890813615368
N1690,12.1178858850798,33.3704719537422,-13.1398027306721
N1691,74.7966286565694,50.377003860084,-35.2756249377531
N1692,12.6967981835962,20.8883108195859,-0.0524257123652919
N1693,4.97536726918916,7.1424136320336,22.1940799396873
N1694,-56.825129824494,26.0481206970376,6.88670076007219
N1695,-79.3187785117899,18.8625244595317,37.9531070113369
N1696,-84.2163212620434,7.56892470868049,25.6661264236892
N1697,35.4435062862031,23.2029025456306,-3.64334813305468
N1698,-60.2712133323121,25.1548273535858,-0.723654390931076
N1699,-141.030531693296,8.12687510041857,16.3170474044278
N1700,-52.5627765323446,15.5355985324744,13.6302700345069
N1701,-110.43785883152,3.06003156597951,29.5787551185581
N1702,-109.507781746946,1.38109549495179,29.1970317902753
N1703,-50.9968832376084,15.9702122947792,10.4366684167598
N1704,16.2124542680618,32.1862851030284,-5.4788979427013
N1705,45.4621477557779,27.2395252232249,-19.2595060972195
N1706,19.8244622952172,31.9468249894546,-6.12442105596542
N1707,-94.1178617132172,10.4848438567211,13.6617198548311
N1708,48.1819653365858,27.196984011219,-20.6447148298615
N1709,-10.0427860600533,21.9119180393504,-5.80250687655975
N1710,-71.4452374392371,11.7916471568619,15.1694666040486
N1711,5.86181770674801,18.5171889215127,3.71058156698915
N1712,-50.1965613749672,8.34586861847574,-9.12365526162674
N1713,44.9020793714731,29.2215321197082,-16.4157057628139
N1714,11.9753329831103,38.985190388847,-11.315724785307
N1715,21.8694071379056,13.3319713842488,9.00824945436488
N1716,5.36938191666041,33.607598533097,-0.921121341350119
N1717,-22.2484883660449,14.2677664982893,16.617691788291
N1718,-14.0389962205344,29.787253038885,8.22585735496444
N1719,12.9047389298343,5.26680343844334,-7.21294097208488
N1720,-23.1395983149255,13.3577440542052,5.1057660846605
N1721,-32.2989013991676,13.8690025765656,19.5619471394436
N1722,-27.8386554456633,8.84360788332024,11.4255129117533
N1723,16.6834768565434,13.6220288838926,-22.6894360334975
N1724,-21.950195861277,21.5005163197461,-6.08072770895457
N1725,-7.92520877793656,-7.68913210790212,37.7766874680037
N1726,-67.9847799356855,10.6746096208064,-18.1049223073119
N1727,40.9664322502958,-2.64663104703569,6.67583425442016
N1728,37.791443702008,-4.55388206772503,9.9261788013985
N1729,-67.934689549059,17.1977441406487,4.28785183350276
N1730,-1.88935160561006,48.3045811355062,27.6131407046755
N1731,-5.3090574018672,48.4454421157997,30.3808934582032
N1732,-72.375096184443,3.33145588727882,-6.0910047322279
N1733,-67.7917503284987,3.31220180262997,-2.77819666095441
N1734,97.5732040013516,41.084491423106,-16.9469907855154
N1736,5.80382683098768,36.3711431921497,2.52592791769471
N1737,-55.5936370013488,34.1330314653723,7.1594354430203
N1738,-49.5485876333394,0.154357925601942,-14.0154181595906
N1739,-11.050480800426,31.2137147870567,5.83910280764335
N1740,-8.88793732985508,36.9831311136801,2.36700643099076
N1741,72.0760321277895,24.9007151573826,-4.93208487865125
N1742,-37.287909554065,35.3113172088752,8.09130471538255
N1743,27.6945053644052,16.6901557527497,10.4428769763852
N1744,16.6261230805743,39.3811429246128,28.8130777532986
N1745,77.580193318745,-43.1300731535663,29.0939732585663
N1746,4.44146474060144,40.480700256266,4.41193656805332
N1747,5.13976210104759,26.5000937857728,-4.06591573047432
N1748,41.9912424224015,24.4694595155512,5.16565281547728
N1749,13.292245251823,11.8657825413745,17.9610094256635
N1750,-81.1240156466233,-3.14773117373144,-6.68546165969756
N1751,-80.7136774438366,-1.17980092966461,-19.7589164017631
N1752,-3.68050966234149,30.5130991111364,24.6301464668027
N1753,-0.50166731748181,5.9513865982281,1.83117719802483
N1754,59.0805028553214,-7.88349114467728,3.21793279842899
N1755,-5.10443614021352,3.98000158365453,3.87798062274929
N1756,-9.82573889121356,33.0621499193327,2.57257904218586
N1757,-13.4744950986327,47.7452409321427,23.8878894584549
N1758,13.2731988538655,40.6265739986801,-23.4856898219861
N1759,5.49988765702099,38.71693412822,10.5328200207933
N1760,-127.537930460484,4.64501556191222,21.9838393421471
N1761,88.0823404268112,-21.0947138102864,-4.96844947819172
N1762,-58.0754136490623,15.7163406534985,11.728812767674
N1763,-29.9392133504803,38.7945450420291,31.7563746493246
N1764,75.9920997788052,16.244685915706,-18.5148830409725
N1765,52.127641072027,-7.75704709453023,7.93938973180144
N1766,83.9853806378831,8.01905659124155,0.873710987862632
N1767,67.9581483551261,-15.0838112035429,9.53451731309109
N1768,-54.0257986637571,-27.7103031391139,14.4209917156862
N1769,48.5809041698181,5.60406436090699,4.4444601134011
N1770,-51.8227060428712,-28.7897345019197,17.2132449156096
N1771,6.44659714049648,36.1568993280807,1.92347617878106
N1772,-30.2850378870584,0.951489763470685,-17.9888032848951
N1773,17.2034189133501,37.6962822615471,-2.9970021717893
N1774,-169.78051016527,3.82925733251687,32.4837681472538
N1775,-172.424012564475,4.21980429878966,32.7149533344097
N1776,-163.35930636076,-4.19303838068469,20.8844997440052
N1777,-150.623101683517,4.26813378719616,27.2236835146368
N1778,-169.358587701593,2.6295588991807,31.3793823291205
N1779,-170.89102432446,4.81188680895978,35.0326412727583
N1780,-169.693484634878,3.72923759253868,33.9186379487725
N1781,-67.8028977078913,7.41352703158943,10.5111504838177
N1782,-157.243068694177,3.03183218480299,31.6291929632705
N1783,-168.523271781833,2.34590449578151,31.1088951297614
N1784,-173.509481771997,4.81840640672496,35.3742563046122
N1785,-172.643163499956,5.12498381401353,36.1678824633358
N1786,-171.335753458705,3.51271627602043,34.3079646370281
N1787,-170.120425693772,4.49431033675419,36.6011006622177
N1788,-105.821975740376,3.19442140873384,10.7887484901504
N1789,-174.90184870403,6.45044491351316,35.9783851445724
N1790,-167.806033273624,2.66812998687022,32.1848144083938
N1791,-172.870717806357,6.10475185944731,35.4978935408206
N1792,-128.059309927257,18.554433924947,30.4334100886392
N1793,-170.058896709495,3.79089830859762,35.0286155321678
N1794,-172.29883895182,4.7664722735351,33.2197069327151
N1795,-172.038133581162,4.64291459688059,35.6576091040221
N1796,-168.852167703036,3.73866145883104,32.496286462129
N1797,-170.300584382547,3.26814870803641,34.0506804652704
N1798,-170.450624508188,3.47623060349772,34.1473477526595
N1799,-168.314466672791,-2.55993141160205,18.1611119500465
N1800,-170.737499670413,3.42734071169073,31.3437805698481
N1801,-168.506739816876,-1.05306280730496,21.2483753156817
N1802,-172.373928999804,5.86073607935979,37.2990839593072
N1803,-168.559771807716,2.73400689917894,32.12790354634
N1804,-172.400974526133,3.87252964642715,34.6828809104382
N1805,-171.066196884464,5.66777934693738,35.0251967171429
N1806,-171.471138301209,3.76024506973867,35.2513887724172
N1807,-169.711396058435,2.92824175180786,31.7264415859008
N1808,-167.243800864542,2.87232198234542,30.2018867754666
N1809,-170.681984320323,4.967928035585,33.899869189708
N1810,-167.969646085117,3.06593235372001,33.754177366836
N1811,-171.893128938407,3.143564535822,31.6940668967839
N1812,-169.157506072391,3.6457478594609,34.132456468001
N1813,-21.7952137790419,30.0855659408708,-6.58320714815412
N1814,-170.339431791214,3.49733863120717,32.8138768026547
N1815,-170.775624290872,3.79053793715348,35.3564562610385
N1816,-172.376420882475,4.11888201548186,34.4454938929656
N1817,-168.105210177333,2.61105056530373,31.2179534580371
N1818,-169.581505314126,1.76116884537771,34.2722194533359
N1819,-166.986685772807,-0.839407920366445,22.5636547833749
N1820,-134.861096573054,17.3760824707315,32.6867167748756
N1821,-172.185909986377,4.64917273555341,32.730885906878
N1822,-171.69868129029,4.17921854912552,33.8458362035397
N1823,-176.184278773591,7.10249827361298,36.4272027684116
N1824,-172.13707660586,5.20817948573356,34.3576485786112
N1825,-170.064533518553,3.03464597757829,31.9613389065361
N1826,-171.574943838318,5.45864274682475,34.6917133367868
N1827,-83.8133813811943,28.2153387187786,29.9320572379007
N1828,-48.8422185619057,0.639152672747963,27.263842115334
N1829,-70.4931323799592,34.3491116320711,23.6242548614426
N1830,-90.0002047315001,27.8842744805954,21.5725834371523
N1831,-75.3059135155598,29.4938139659122,15.1212882902083
N1832,-60.442940638328,35.9221925836604,7.73756564941053
N1833,-79.8009434517093,30.6196928397695,14.803423329945
N1834,-124.727983758742,15.8710247228616,29.4585689459932
N1835,-59.5229856823686,3.41446653620522,13.3108747856232
N1836,-46.2268678329345,1.04543888251783,27.5187437734398
N1837,-107.29341962724,16.6166005574749,10.4359923943287
N1838,-134.910792133605,6.28531086908782,16.4253952901174
N1839,-67.3348928275435,33.3203225804689,1.25221238620732
N1840,-113.855797446319,24.7184269946978,22.0791501102277
N1841,-98.2130306885537,-0.792850948380987,10.7210394232352
N1842,-133.363450706044,14.7246046422613,32.9786401763238
N1843,-93.9370365648244,29.6661406093127,17.1254413627802
N1844,-147.799236401759,4.85491163452319,17.7415187762086
N1845,-58.2526530699384,26.7126071385699,8.42899959141748
N1846,-70.8648166947629,27.751993701907,20.5678069507578
N1847,-59.9656124407776,28.5921046309556,15.5539912447378
N1848,-90.9614151142479,34.647919993627,34.2656755135807
N1849,-53.0446284244266,28.5066997341133,8.30888455766973
N1850,-143.798767200575,16.1871503320918,31.1675161069786
N1851,-76.9521533684411,22.9154755318264,22.6076642403545
N1852,-95.1998321414598,33.0732641176402,32.1751370502527
N1853,-70.3128105411157,28.5619549425921,-5.62280649163129
N1854,-117.349225160085,18.2200992493495,25.936085503925
N1855,-95.7793096159752,17.8570673336693,17.2167417974323
N1856,-113.184226427673,14.8993492868157,38.8768090748333
N1857,-58.6874873141393,33.5416274750928,-9.49561662561465
N1858,-103.842523505436,28.1023970832796,18.8113797464778
N1859,-125.947445849921,19.2593149678912,34.9835103559479
N1860,-130.253934273389,9.85082980363818,13.338680739633
N1861,-79.0063873846318,31.5243222894888,13.1856539680159
N1862,-55.9930746913469,14.4835139596673,23.8914664826785
N1863,-116.868556536782,28.2578556347576,29.0270663050623
N1864,-63.9826412830812,12.3451327839693,22.2705030271517
N1865,-92.1237991515293,25.310706340312,22.7580588340107
N1866,-92.4070554576408,25.4825737054582,23.0721277983584
N1867,-83.5848511111369,11.6761788938169,20.2866381094187
N1868,-91.1335942770146,29.6182014596771,22.3028250593887
N1869,-107.820856018593,27.3458446290763,34.7385574507316
N1870,-86.0962240289019,31.6659409570887,20.3732363926134
N1871,-83.0681542130321,31.5156426409863,19.1341941449344
N1872,-103.265076572524,24.1741203176294,34.3868595567242
N1873,-96.8391759727447,27.2922668002141,23.060650248569
N1874,-89.234973385095,33.1143373979924,25.7141890107258
N1875,-110.079124644317,25.0525879121203,29.5566368704673
N1876,-141.913915608475,4.37457701279705,2.34577062103505
N1877,-27.1661142653384,10.8740293591689,11.2210166041052
N1878,-101.677279849943,27.4661507657519,19.5538235998617
N1879,-45.501818810999,2.38404572588342,39.5791411039394
N1880,-90.9287326245913,25.9683953396731,12.7292536719703
N1881,-109.592612612924,26.4257534482915,37.7811742972278
N1882,-155.821223385891,-15.7890521703937,-25.2090010670048
N1883,-161.640976018179,-10.1992733705222,-7.01314461184455
N1884,-150.290078169923,-19.8229749930663,-33.4116349150847
N1885,-118.961718263351,-21.9678314776954,-59.6416815011447
N1886,-156.328865462046,-23.319131405882,-43.6146625055297
N1887,-150.789635197015,-18.3628819086025,-34.7370682042785
N1888,-156.638741767604,-18.2199413873449,-32.054200797796
N1889,-158.333972184893,-22.3175031264032,-23.5397927964585
N1890,-143.653121332139,-10.1124974800294,-18.7257447073497
N1891,-155.826154177839,-13.5749218997189,-18.4849533880163
N1892,-153.880622349004,-17.4291754793831,-23.8629142236644
N1893,-113.30740506084,-21.9713370854682,-49.0032305022419
N1894,-114.979488697919,-4.95988927032296,-39.7827446560917
N1895,-152.891161866195,-17.217331793186,-29.2811830691186
N1896,-153.749875492846,-15.4904928356186,-33.7160911665794
N1897,-151.954360987886,-17.0425624506133,-33.4155376233221
N1898,-161.733457229867,-10.6888223420747,-0.891187080250691
N1899,-158.115344212525,-12.7385233220593,-16.6098439182373
N1900,-159.629553142504,-8.83159249529546,-9.2639010939299
N1901,-156.040784621576,-16.2546243153864,-32.6234023603721
N1902,-158.300259318232,-11.1936960777039,-0.328752206891784
N1903,-158.543563157348,-15.4460195536072,-8.87178517167072
N1904,-158.563509333335,-14.6586719992512,-14.8095968135033
N1905,-162.688423750959,-13.7351028382258,-16.788132344511
N1906,-162.675378329508,-14.4500054725704,-21.0864771505418
N1907,-162.76427193847,-6.09461080828206,-0.242974913493811
N1908,-144.371258473052,-26.2116826661496,-46.6276451195389
N1909,-151.304672574214,-21.1807171342567,-22.0136858937228
N1910,-163.52835238071,-15.558223818393,-18.7630877553935
N1911,-89.1161286386942,-21.821033522463,-33.279808897308
N1912,-150.618256986141,-17.2873107340434,-38.2934273417504
N1913,-153.235380516617,-17.1634739734903,-26.2702296188089
N1914,-158.644371604409,-20.931348370272,-32.5202125589348
N1915,-158.892413817437,-20.9605542571436,-32.5551968141539
N1916,-151.076407358098,-23.6899577944439,-39.453311158775
N1917,-135.947198130347,-12.0947442316436,-21.3890112862765
N1918,-151.099089477139,-22.3587897522261,-40.7323915152913
N1919,-164.63226523879,-9.17121091447365,-7.02948654663664
N1920,-151.146339304887,-18.0733469058086,-39.2127092475716
N1921,-147.409336575852,-25.4204335618009,-55.2931869613496
N1922,-160.378204616705,-15.0495003298568,-9.13391005047749
N1923,-157.995410864743,-19.1363021474044,-17.0354721723291
N1924,-116.259672962395,-13.1666418273279,-37.1354246355059
N1925,-152.46206560456,-19.5309234711155,-43.8047575151889
N1926,-161.582149499894,-13.1815040516986,-10.6127136297679
N1927,-160.024337472445,-8.94207977661807,-16.9537578806529
N1928,-149.570636296878,-21.9880598184943,-33.4458835634277
N1929,-72.0915008796077,-10.5127534597721,-7.45577696264866
N1930,-150.471946692741,-28.3996016863105,-48.1090311079292
N1931,-150.721175465056,-21.7472842967805,-36.3924820774138
N1932,-148.689469251603,-28.6540284285112,-55.2321538205831
N1933,-158.258019196075,-21.7684840203903,-33.0324050089222
N1934,-96.5343362100632,-16.0827984736754,-7.16749782160207
N1935,-161.644764273779,-16.1572404869053,-21.7528786349611
N1936,-156.543853754181,-11.3070344769456,-15.3100299741973
N1937,-154.608254881051,-21.3991770217611,-35.1957010134434
N1938,-161.766685560105,-15.7159069858231,-15.4259597256807
N1939,-158.518163816746,-12.2521210504263,-18.266247251682
N1940,-156.564641764849,-19.246895062123,-23.8733828001059
N1941,-150.176092848943,-19.3572786173159,-35.3447989492835
N1942,50.5644082036034,1.08958757580469,-20.8839984529222
N1943,-157.091207373595,-20.0411426574818,-26.3460161817891
N1944,-156.734759931814,-12.4265638962113,-19.0454316407603
N1945,33.4989989491281,27.3386046428754,-43.3145890089035
N1946,-153.44285069269,-20.7393533870393,-31.016436598531
N1947,-153.603379027133,-14.7475083844007,-27.6158127244982
N1948,-121.915939167612,-13.2652914546276,-27.1949020816054
N1949,-157.345416722352,-16.2082172781679,-22.0525802135793
N1950,-158.156175491695,-14.8802091367225,-23.0157049387478
N1951,-158.022169183794,-11.76778105592,-12.7096179791613
N1952,-161.500696853,-4.61359079980683,-2.51923239655719
N1953,34.3877575298205,-1.98650381532921,-31.6154242961469
N1954,-162.301144273903,-3.14321497746664,-0.871161327992453
N1955,-153.632011468744,-22.3367415475282,-43.7566391068428
N1956,-161.940564195439,-13.5948135132101,-18.1498106594975
N1957,-133.670197574158,-20.9041513143732,-38.9947790140902
N1958,-159.10090409714,-13.6589755466844,-17.5732209480434
N1959,-155.972587900197,-16.8835481253384,-31.1321639931963
N1960,-159.135814989035,-9.79768396272673,-26.3924146164571
N1961,-159.359142004046,-14.690654378633,-21.4986198523012
N1962,-158.177646950289,-13.7766178242151,-25.2407568634604
N1963,-161.177154697836,-15.0089896951511,-19.7740815700698
N1964,-161.076709685345,-15.2495985613642,-20.0017372271665
N1965,-152.772455952804,-13.5565722256478,-29.8453061293512
N1966,-160.202772432533,-15.623092342045,-15.8161707773875
N1967,-147.834142015276,-17.7927289075866,-37.9125741154307
N1968,-158.796286274572,-10.4118539777937,-14.5755270856103
N1969,-149.605475527934,-22.2647199782562,-42.9738913564928
N1970,-157.258803927746,-18.4535109598232,-25.0964955733106
N1971,-160.698230106307,-11.7303461645943,-13.9412788474814
N1972,-162.371360590928,-9.35890273228284,-10.5281410060148
N1973,-158.605197713427,-18.0607480171666,-21.0684782584145
N1974,-162.040634919339,-7.47022516204407,-13.3194107829421
N1975,-153.631366191008,-16.133883781473,-26.7762226718344
N1976,-149.208654025508,-23.2515978534149,-44.6754200102313
N1977,-158.129242816106,-9.92033977068972,-20.7690535386089
N1978,-152.0953304381,-18.9093292643964,-32.6349701891615
N1979,-154.203202667986,-17.5539086799317,-27.6006370823024
N1980,-161.962268523724,-6.35284083455288,-18.7001114190056
N1981,-162.960387554577,-8.35145080182972,-2.23857948697165
N1982,-153.021646806685,-16.4408791360598,-40.0016462794062
N1983,-152.672546273973,-20.8398800730992,-45.7902969243834
N1984,-159.395290485271,-17.1674683726453,-27.3359428094898
N1985,-154.626818613564,-18.9244672666564,-40.9893698868236
N1986,-159.973340642309,-4.13087021039538,-9.21268265896104
N1987,-159.554030881286,-10.571341068965,-17.009238056368
N1988,52.1748516136415,3.1615296540845,-24.6217330718556
N1989,-160.24343559955,-7.90383323312524,-8.38683584258426
N1990,-161.859436033886,-8.65816105836744,-11.4027493682832
N1991,-165.804710598517,-5.43617895098604,1.46107899026343
N1992,-170.166421387179,0.219703004086457,18.7159922112145
N1993,-157.068288526799,-12.3523414212994,-20.1051400835089
N1994,-155.82505630141,-13.0329765278252,-21.92099129672
N1995,-152.74317593951,-19.8524757138378,-32.3921945472995
N1996,-153.321960378816,-16.6546580999316,-28.7944107907745
N1997,-150.349616639464,-23.3000982018899,-21.4206557890105
N1998,-146.415916446389,-19.4168670267605,-23.7106635721086
N1999,-147.77094152987,-26.559033210084,-31.4379665057428
N2000,-150.323779065951,-17.7693240680267,-13.6730724467254
N2001,127.482123785759,-15.4395861138496,4.61721070228357
N2002,135.126069207654,-27.5989475854707,7.98305104477124
N2003,129.853663954157,-28.3224403745718,8.01503930297046
N2004,129.970409981952,-33.6006901460471,10.5867229861077
N2005,133.130869438131,-15.2254402653297,2.90705656347032
N2006,120.235883432144,-8.66291854982609,-0.522208466877224
N2007,131.551071352045,-27.0820808869032,6.68504536364177
N2008,131.201781370821,-26.5040582388357,6.88242171592047
N2009,135.449864512972,-27.7800231663715,6.29713883150519
N2010,128.214267323266,-33.8015097605106,11.4496878549779
N2011,118.433128512347,-8.58825076845551,3.21029613655893
N2012,138.358222006769,-30.3211680702133,7.47275053109265
N2013,129.057594322307,-33.8955163219503,12.4907043248635
N2014,129.944011284679,-34.6570016170457,11.9805166539777
N2015,131.739302703278,-35.8346736724075,13.6291756656191
N2016,125.293476347057,-21.3133570681495,5.51727748065199
N2017,131.811450977469,-22.6409850757015,4.88048354160594
N2018,132.885193582215,-28.7394697476856,4.62782029153726
N2019,121.11923505693,-11.3736108922412,0.822297697164789
N2020,133.678451582125,-15.6830041571066,1.25358506753941
N2021,125.574764849458,-18.7840465350233,4.57610209734483
N2022,124.740497866098,-5.55564787428951,-1.13186579403833
N2023,108.148945704347,13.9896273883113,-12.2533074778476
N2024,149.67400656082,-61.9117341222624,16.3269530744091
N2025,130.624993798254,-24.9963474671403,7.64999991175885
N2026,124.588411130536,-19.7832619486108,5.96459815093657
N2027,134.655139682899,-28.4297996070847,6.10481799068756
N2028,126.866611352485,-21.360398580187,6.19680150431883
N2029,138.503184432304,-29.4258608023866,6.48245341819943
N2030,130.992852776494,-40.7829982150684,14.4687488843476
N2031,130.756021607768,-24.4020719034498,5.41930207908425
N2032,126.933580760164,-14.0579075808377,2.2023981228819
N2033,123.979361828249,-12.1548816591665,0.0314336558395404
N2034,140.285134429005,-31.940201732369,9.13768695559335
N2035,129.379996566193,-32.0413254963134,11.492947779117
N2036,133.579453204336,-31.249449101819,7.12464464738383
N2037,130.901693022572,-27.4637975055566,6.74938910313934
N2038,128.574635302026,-26.518486196366,5.77100755940138
N2039,126.238449858134,-29.3990445296164,6.16597273890464
N2040,137.876927200439,-34.1591145356595,9.0043881719357
N2041,131.569148751212,-30.4760689617291,9.81028244083333
N2042,135.16911361578,-30.2023419146361,7.66000603912316
N2043,137.523960598317,-28.9913302581806,6.44396257456027
N2044,124.506285298906,-20.8555074823907,6.46651977521539
N2045,135.400793246924,-35.83562513106,5.85371482152464
N2046,121.571518218088,8.21496876252335,-5.01308844001494
N2047,117.47203954855,6.72403508065652,-2.72588579545957
N2048,120.464438628499,-14.5039098650482,0.378092942001918
N2049,121.69163923585,-12.9475397303334,0.964837810850377
N2050,121.085875633464,-9.91423741625575,2.10680644947438
N2051,127.1807662297,-18.3807988282976,2.55098781464767
N2052,129.629915763382,-26.8852468589406,7.39994413080408
N2053,129.140621540736,-24.0581478324757,6.31654798712531
N2054,127.247981772152,-23.0479977487404,7.17558322508855
N2055,130.712370954114,-27.4719662715677,5.55532629736193
N2056,129.350593422133,-14.2455892089058,5.29950792139045
N2057,130.852171952179,-24.5318355804759,3.17629976896134
N2058,132.155302992834,-30.8226688451278,7.29584620259822
N2059,139.808506323075,-28.5184740067572,5.73571695305178
N2060,40.7761046729932,-17.1802675846874,9.67653215392891
N2061,119.448951181519,-1.37758097772342,11.190496966874
N2062,111.273843608021,-1.53694925907903,10.1651664311953
N2063,32.7149168685939,7.4449748610052,-19.4548381297329
N2064,106.048067265527,31.5859791877031,-14.8487934522166
N2065,55.0031723729124,11.7458445925859,-27.1781322158394
N2066,-97.3172699131501,-20.5048208919406,44.0315910277002
N2067,46.2829128491207,1.89791906968205,5.56471300139025
N2068,101.983356704138,-14.7034072518317,10.3505427916546
N2069,97.8282034843168,13.3965640946049,-16.4547666596784
N2070,104.710597424769,-30.1326313029175,14.0531217802459
N2071,102.806589178735,-34.6720187928223,17.8928105517215
N2072,83.8267665473484,-26.3516496939,10.2916940845958
N2073,8.15511119725066,-26.6001265967483,27.1301914040929
N2074,0.877246302482916,-20.4242041017579,12.747315219529
N2075,-73.7609329500476,-18.6212659019299,25.0349898914819
N2076,101.730654210086,-8.96956090827649,13.3621859514005
N2077,81.5737173417408,-5.72538121411539,9.91614211908541
N2078,-79.8123444895561,-10.5235470725232,38.6815533876621
N2079,80.519724481274,-22.9566117870378,11.4310778111321
N2080,-94.7117943682075,-21.9372878159778,11.0701022853379
N2081,82.8621771165596,-16.1093579445703,20.7138398908807
N2082,76.9365648621282,-4.04221900159603,10.1667584829768
N2083,-75.8901967546089,-30.1098708833989,1.93708172187689
N2084,94.3231885100896,-24.1126263500428,18.0764873017487
N2085,57.1147100767696,-18.9696502392664,10.2560002586735
N2086,-80.429207625528,-24.1245586800023,50.6810655013628
N2087,130.850618507264,-25.2313950434812,13.0396158764097
N2088,48.9862380346802,-25.7740509068245,11.2426507595587
N2089,-25.1543062643753,-37.9743031009039,40.2961721571073
N2090,100.433244269578,-39.1275698894448,14.1418438862642
N2091,7.51879396145791,-16.1722520193748,5.5477115433796
N2092,116.345626268553,-22.6778640881814,-0.0553266584785252
N2093,27.346176482837,-41.1071796782151,11.7809120121684
N2094,38.3388071734218,-23.2919493460645,23.2498152652716
N2095,-95.6496805169268,-31.6677237211028,27.2341449678433
N2096,-11.8212738189228,-20.8793953955809,33.4523834614993
N2097,-93.5745378058796,-8.60758475217461,32.8314596722087
N2098,-49.0621405009092,-24.5952217040028,-12.5563746846572
N2099,62.7676564819583,6.20822813092138,10.0131981856084
N2100,23.1590454625352,-31.8731800528159,21.2948095413712
N2101,25.6371675445815,-32.2513008227254,19.2856211685738
N2102,-77.8013321508586,-14.9630978490672,22.5940612692755
N2103,30.8618966310273,-33.9016091999204,-8.67333849410245
N2104,-61.9984165878329,-18.9857597360522,52.4645113414247
N2105,-10.860542328578,-18.4028491152151,28.0106880226166
N2106,39.5591747304739,3.73312250702062,-2.31633425937358
N2107,59.0425876184819,-9.82282056539072,22.0314185386733
N2108,40.2677353437884,-29.1417458806848,10.362421105459
N2109,-33.2856769052754,-25.2223855404116,31.5286498154496
N2110,74.2166202739798,-44.9712952173023,-0.397735278930634
N2111,94.0516953967602,-4.74204594519943,7.3920800875722
N2112,68.1751230126252,-39.5076267232862,16.7486865017718
N2113,51.8942142219004,-25.5437832353002,17.019070553947
N2114,27.2130497781801,-3.44883729470089,16.5739315929229
N2115,-78.561966785133,-12.4370619664799,22.7770823808924
N2116,27.7971176432684,-34.4626980303582,18.3981492095091
N2117,113.343570478194,-24.2877707922111,6.4770715754422
N2118,-48.8790801995928,-20.7067612712348,53.3842909078733
N2119,3.90876666331694,2.57314174665334,33.1265708959864
N2120,59.4874871770816,-13.2686592947501,10.6748598862134
N2121,-56.9869214257455,-26.0681363794013,35.4127694499962
N2122,-99.9658687269336,-6.70860805592895,49.7156823019919
N2123,67.8947974480763,-34.3150557163716,8.43548752610571
N2124,64.8678157374782,-34.22233288524,8.23462237440678
N2125,51.7444379713152,9.35905789482653,9.41391377858518
N2126,26.8844661783849,-5.34947488316946,-8.5306094334009
N2127,-96.4177332467899,-13.0006555856924,31.7224236549582
N2128,91.5290794263845,-29.9986655351268,16.6502909384535
N2129,-130.620513591135,-9.63796337062259,3.68688498379576
N2130,-130.849535611614,-11.9321670826445,0.687874224577937
N2131,-90.2142062075689,-11.3660380853682,35.2834270544682
N2132,114.370967907299,-30.1201265653419,-2.27038533119312
N2133,107.703052237056,-35.9639444139062,15.9521974051458
N2134,85.7784964175059,-36.110935700277,23.7605124966641
N2135,108.63940931651,-36.1382158128638,17.4685604265072
N2136,33.0252361356605,-27.4941972434557,48.2721274291637
N2137,109.210007586006,-22.9510374742411,4.23951213549489
N2138,33.4628867624735,-27.6681690194828,50.392618279381
N2139,-50.0362286748266,-13.0783993488132,25.9287906491069
N2140,-34.6484787030497,-29.6219013362947,34.5032982457118
N2141,58.6345526832246,-10.6714136493351,16.3791599515311
N2142,46.4276207447045,0.157929128336863,8.80980390276653
N2143,60.5434496954917,-0.148520692762295,-14.0015196848387
N2144,37.8401200465237,-17.3482692535532,21.7737097143696
N2145,6.52740867875776,-38.1418725725729,35.6321393876758
N2146,5.89567984864157,7.61196482603703,21.4336963272165
N2147,69.8765792905357,-2.08482126323497,-8.74481303308928
N2148,-122.585371415319,-19.0227607154967,6.10268017079696
N2149,-95.0049852864622,-11.3927881206074,35.5817031892936
N2150,-96.6505215996111,-10.5046978522191,36.1429456533868
N2151,-32.6562355558424,-33.4156158275669,-13.5607685214828
N2152,43.1289881710811,-22.5941162710243,54.1415297127493
N2153,33.5896703285987,-12.1612929173264,29.2562069073815
N2154,-38.0456809867359,-37.333014092646,-16.2731070437206
N2155,136.120113166719,-27.0229894605104,6.26824283231816
N2156,138.404080108486,-29.2648268362773,3.30257697693616
N2157,133.596128727391,-25.1100153704083,2.04849261370673
N2158,127.975678716184,-9.50415081143682,-2.61944992122031
N2159,134.691339782657,-31.2837971540499,7.31011745090738
N2160,139.748581821707,-22.1432326548007,3.63667633877725
N2161,133.384935997054,-23.8048912901515,1.82691020737235
N2162,129.284640101102,-3.62564839658523,-5.04205200087368
N2163,131.500499171656,-30.2570869787583,2.87230254445188
N2164,134.000412376187,-24.3796153790664,4.79838854369623
N2165,139.443075222083,-22.7680800560016,4.70332522645734
N2166,134.081073782854,-7.28616474026781,-2.41523488421758
N2167,137.319975141924,-30.2615308044844,5.59352883116583
N2168,138.672539713066,-21.2646185702149,3.5759393993897
N2169,137.299208391257,-23.07263391493,2.26256239679504
N2170,140.288555839623,-39.1100170808469,8.71851193850427
N2171,141.569274218165,-35.8820707851032,8.42587000292075
N2172,135.981490048063,-29.4820784187564,3.33160336520512
