taxa,PC1,PC2,PC3,PC4,PC5
MT42,-0.504966882303559,-5.87709098992901,-0.213776266814054,-1.10357812828689,-4.37845122676915
N192,-31.7646215105227,7.52736828193885,1.04156650156746,2.32671505133337,-1.84722479114194
N28HT,-12.6963458728442,-0.91066301734952,-1.98401714257123,-1.76163351556003,1.37521330699601
N6,-0.38862810946797,-4.34883826406809,-0.186845536535193,-2.0955842880223,-1.67806158482225
N7A,-8.62103051929553,-3.52609605518327,-5.57938211025293,-1.27063358882137,0.399756803962615
NC222,1.70447999317621,-1.93300792327138,1.07333006569152,1.02723033375575,0.253892401248745
NC230,0.127407195529785,-2.09157228861207,-1.03190569548995,0.381196578971008,-1.32237807685122
NC232,1.76777233600199,-2.829375726906,-0.0987294825306213,-3.03913625485232,4.8608311980703
NC236,0.783328668765055,-5.91938223186525,-1.89989171849774,-0.490291156853592,0.555381401970601
NC238,3.05531006341225,-3.18344953682206,3.29988180989566,1.58873505006063,3.12472914768199
NC250,-9.58632469491474,1.78566348863675,6.52274871455146,-2.20136150436272,0.613859927605972
NC258,4.50542472569913,-10.7066553079475,2.87985947641982,27.2093758653776,2.71686830404273
NC260,-1.70317239476344,-5.72084718223851,-0.542805200719866,-1.53797504596123,3.98243145892488
NC262,5.29046779323329,-10.1457568949659,2.77419357347036,29.4837309013115,1.61016384391881
NC264,8.44629667940545,1.33552004752849,-0.277261825500612,-3.0442562233808,-0.817748341124344
NC290A,4.04523190560914,-10.7701390068844,3.13404708515281,29.3409717646058,2.61283023889375
NC294,-25.9313597566701,11.0194781561706,12.9220115981517,0.66510187672582,1.3517469543143
NC296,12.5102205089235,18.4076743565396,-0.709175236694535,2.76600845673466,0.175258618411952
NC296A,12.9782113094897,18.2550980143043,-0.682163164949905,3.13352266747269,0.394053980400181
NC298,13.4501048605026,17.145096049114,-1.50227239129538,2.34516563833203,1.02736546329921
NC300,11.345682557649,11.975780797745,0.581395942415252,1.97861450819425,-0.519308232187394
NC302,11.1781869256485,14.7964708337778,-0.156752786189632,1.81918834535335,0.476533455920467
NC304,10.8189907273372,14.1792208871705,-0.750921368338857,0.86977483603194,0.116871320836902
NC306,-27.049422227218,12.3034100030019,13.1080724314215,0.758179168283422,-0.877715264117166
NC310,-34.9043596664615,15.1907662206605,10.5187969808936,2.40248083470121,1.21914321723523
NC314,-20.0591508193668,9.48465072154355,9.95586430173832,-0.854742259336498,0.0553755077820096
NC318,6.54663686931755,0.558988029437944,0.287052519366177,-2.34325352910107,-2.13784059435386
NC320,7.79647872440713,0.960033736181935,-0.188610563073264,-4.15050643599026,-0.0877917624711358
NC324,-20.1965222171682,9.7528885133992,10.8593840064372,-0.457731527808385,-0.149179855359073
NC326,-37.2050813942379,16.0816454354461,12.1210713715836,3.6506228344146,0.151890184405924
NC328,-35.3545427427204,16.4930023403198,12.7053095472948,2.54944618273497,1.78325714190817
NC33,2.09691415800809,-2.91788286035262,1.41840834100036,-0.0172418795340965,1.95728905280046
NC336,13.7492948212552,17.900287916955,-1.43405646820203,2.61948670524516,-0.0935005496004057
NC338,12.280528244443,13.71304921744,-1.04035700505334,2.23240374887232,-0.452162100844139
NC340,11.2529597300173,12.270152091063,-0.0925709184794114,2.18345346051121,-0.580013750813481
NC342,-2.6579248298415,-3.76928587683831,3.40373122975695,21.9593985054733,2.29830075658148
NC344,4.83505197264209,-10.7683984756507,2.92790003771542,27.517947852739,2.75276844983901
NC346,12.6446411500416,17.0441147226534,-0.651771406806811,1.33327806109343,-0.302883384958284
NC348,13.5274838272457,16.7635106976049,-0.43786019431737,2.10673013468979,0.167542847043751
NC350,11.7329231727992,13.5528568467186,-1.22385139392455,0.360353687855629,0.689074601691703
NC352,13.6775632607052,17.6072146952769,-1.64939091534773,2.63836828650223,-0.230041496957283
NC354,12.7180135095035,15.6779089885107,-0.0918498539803494,1.28389881570933,0.587702059984077
NC356,10.4705747215605,8.85203397204196,-2.11708609210038,2.03296621785823,1.01982064885033
NC358,10.1308624875199,10.4753467118709,-1.78838812437129,2.52025803479787,-1.18130597946171
NC360,7.17562823882555,-0.378058641370248,1.08667705536526,17.9112589498849,1.86126600386595
NC362,6.47958814603816,-4.61212581784407,1.66152729789525,23.1775613529101,2.10021838377578
NC364,6.73777439061185,-4.73656560636752,1.6387240989862,23.8868806071574,2.05763219573746
NC366,7.60364674559001,1.20772982822241,2.90863001297651,4.52348291597699,-0.497357400758247
NC368,-24.4370545982397,10.8565102243117,10.0388532936009,0.109181256897107,0.0758253471322011
ND246,1.72134471025795,-5.82350807082909,0.423477005256449,0.306650774041707,0.544990054324677
OH40B,0.314345774469789,-14.0993036156323,4.71234991083523,0.749412925017641,3.98854827368218
OH43,-1.34071071347733,-16.0230227425565,6.60320887031365,-5.76693489978261,8.21383585528561
OH43E,-0.501024303614889,-14.8206254676042,7.4417488386432,-6.50309110923718,9.3322046049336
OH603,0.963695574334429,-3.47266927434314,1.98722012743526,1.31390798787508,3.93238911643625
OH7B,-3.66023451460035,-5.10304586461154,-5.58615527663701,-2.9087738807578,-0.0592808871751029
OS420,-4.1710152260431,-7.79088276006882,1.87366444627395,-3.51168967281887,1.32242796441527
P39,-0.520695169587904,-16.1287069904406,3.43855457351195,2.19075252828946,-14.4261863560338
PA762,0.0138952043768151,-15.3897031452007,6.29363244884947,-4.04000472137874,9.33054158909979
PA875,-0.16188334805429,-2.74324235257827,2.00962379267081,-3.84559658691555,4.0294281240652
PA880,1.02518552569216,-4.56783822540414,2.66637448056178,-3.9184229604826,5.19063116505926
PA91,0.0671124239586687,-10.5062503338418,2.31704079407446,-7.93674490377703,4.10036519684146
R109B,-3.85873445535529,-2.28910633802712,0.977312074799705,-1.96604091246786,-1.50709305504214
R168,-1.90203461966022,-8.39546729902728,-0.150170569280076,-2.63752249426766,1.12727603855854
R177,-1.11577397864258,-8.92691884637921,1.44645537723062,-4.21622115750109,3.35802925776316
R229,-31.7705318049907,16.8758839732794,11.0351301898506,2.72396483095701,-0.743414534186326
R4,-3.83787363058456,-5.0773740173134,-0.573901197729217,-3.50063362133266,6.29901338569376
SA24,0.638095138041034,-5.84980855861528,6.77419959015708,-1.90145860194655,-21.8415526054713
SC213R,5.29746679015486,-1.30541825480465,2.9963306437766,2.75506659000459,1.50830141690769
SC357,4.19268493592463,-1.50549099399957,1.33641629937306,-0.968270765574478,-0.437573720730226
SC55,6.19089147475855,-2.42969987285212,1.89313209427169,-0.615832362732178,-1.99057607077151
SD40,-4.60903112517748,-1.92886976203744,-8.37951016985461,2.34498386622884,-0.360317200272889
SD44,0.87301399840477,-4.35810990106688,2.10292434168716,-2.84835763400259,6.32473834075093
SG1533,2.7169587896015,-4.88272874949247,5.78530361659463,-3.25028892504118,-18.5631000971198
SG18,-0.0676883948359817,-3.61680072761937,5.37295824879217,-3.25156135715824,-23.8661980493942
T232,0.562805810700352,-2.26187951505231,-1.40861067529552,-3.51780756466397,-1.96850651866827
T234,0.40028508563799,-2.59743887622879,-1.5986005593529,-3.0120420262432,2.62331637947759
T8,2.00291186107505,-3.46556202297765,1.3408038094362,5.19421072462977,11.1878266799635
TX303,4.99298782298419,2.85487525455337,0.198085090177944,-1.39881255153153,1.50299171941999
TX601,9.30665445591456,7.27579685769671,-0.0340110679036237,1.4986933033035,-0.274002638137571
TZI10,9.91893236014288,7.13422770797682,-3.03900941386804,-2.2346533296313,-1.58083847788698
TZI11,6.65191286244253,4.68626229580098,-0.163080400610204,-0.887373697666052,-1.86707417525271
TZI16,1.67932080895585,3.78599462255421,-0.705729395220665,-2.57308202155714,1.51891321001723
TZI18,9.07762205448499,7.52768509472699,-1.13726590441546,0.833961427084376,0.728240851679738
TZI25,-4.28107896640237,8.61824092556998,0.45088748632778,-0.321046117990811,0.906426554564033
TZI8,10.518772942255,7.87785703164076,0.224365955565459,0.612786347180587,0.154682128249953
TZI9,9.106011609841,6.57811728668009,-2.38272850091621,0.196984857212066,0.938340036413689
U267Y,4.53775037192955,0.782997331672693,0.198053390959433,-3.82638761122052,1.7131675650401
VA102,2.49820487890938,-5.98642925734858,3.72321421158731,9.73723132228799,10.1554454888169
VA14,1.33078571153952,-6.3992060053845,2.01613331877525,-3.55631221049112,12.8330906165209
VA17,-0.633925359953667,-5.58899432279143,2.30464700763523,-3.4841533727436,16.1310146191151
VA22,1.32871489054228,-4.90238307921605,2.7608653867195,2.94651100553878,9.74563292077541
VA26,-0.551161174241991,-10.7553882225575,4.85912003166353,-6.40366250059335,4.50129762890774
VA35,1.59345663944781,-5.99559402380193,2.11141144531305,10.7038684746573,11.3353432430518
VA59,3.38021140720732,-7.49897252491349,4.40702399394615,14.3275644902457,10.322831713096
VA85,0.255476252377521,-9.69629681745599,2.3675492931061,0.668095587755283,2.46603960877445
VA99,-3.13697745388074,-7.65559926850964,-2.89182989953943,-5.98177176691377,2.74299355807123
VAW6,1.08580437687791,-2.74110846366828,-0.177883319211763,-1.57384920760649,2.42400535666853
W117HT,1.69755067858802,-3.62071648971868,0.263772677089286,-0.664475889154805,-0.614136723116978
W153R,0.226220602413658,-5.76676821248406,1.13824679799735,-4.92401120722627,1.83253205729946
W182B,0.0925971387083495,-7.6154533226327,1.9323552391979,-4.54324652073075,-3.66669427643275
W22R-RSTD,-2.30655126063766,-5.93960192360756,0.532471809823169,-7.2298462548587,3.14521471128593
W22,-2.4207658664456,-6.74536977388099,0.925164759313277,-7.9372819866103,3.22782067443269
W64A,-2.098796590888,-5.09996796164039,0.768027206400738,-7.26407927107674,10.4898525764319
WD,0.110592082901425,-4.06577880261159,2.52142907765823,-1.55045503896839,-5.74961864889352
WF9,-1.42401546599228,-7.42628886230922,1.37834528780184,-11.9086390689369,14.747564336267
YU796NS,1.10879941650539,-7.11155952326401,3.01767679567805,1.11871116638161,-1.26009150555829
